,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built
42,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014
43,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922
44,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959
45,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003
46,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966
47,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981
48,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953
49,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953
50,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955
51,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966
52,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950
53,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981
54,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927
55,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995
56,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008
57,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003
58,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968
59,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991
60,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959
61,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954
62,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973
63,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014
64,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979
65,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925
66,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989
67,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005
68,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968
69,1330000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965
70,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973
71,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972
72,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916
73,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005
74,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965
75,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986
76,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956
77,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941
78,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956
79,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002
80,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003
81,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992
82,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948
83,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964
84,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952
85,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925
86,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961
87,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006
88,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979
89,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006
90,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988
91,1100000.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001
92,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962
93,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939
94,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939
95,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946
96,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967
97,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975
98,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980
99,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992
100,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910
101,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929
102,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983
103,1090000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950
104,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954
105,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978
106,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939
107,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985
108,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991
109,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942
110,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984
111,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905
112,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980
113,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971
114,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001
115,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900
116,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010
117,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945
118,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950
119,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925
120,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964
121,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987
122,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953
123,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924
124,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990
125,1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914
126,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967
127,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978
128,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926
129,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004
130,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986
131,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986
132,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989
133,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014
134,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005
135,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956
136,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968
137,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968
138,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981
139,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014
140,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925
141,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968
142,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962
143,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923
144,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961
145,921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994
146,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905
147,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007
148,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960
149,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947
150,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990
151,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947
152,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954
153,2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006
154,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942
155,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967
156,650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,1996
157,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967
158,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916
159,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,1968
160,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,1962
161,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,1962
162,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,2000
163,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979
164,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975
165,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,1976
166,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700,640,1949
167,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999
168,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,1979
169,371500.0,3,2.0,1370,8336,1.0,0,0,5,7,1370,0,1964
170,284000.0,3,1.75,1560,21000,1.0,0,0,3,7,1560,0,1954
171,272000.0,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,1978
172,313000.0,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955
173,917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,1984
174,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,1980
175,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820,300,2008
176,399950.0,5,2.75,1970,5400,1.0,0,0,3,7,1320,650,1986
177,385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,1901
178,269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,1975
179,330000.0,2,1.0,1350,8220,1.0,0,0,3,7,1060,290,1949
180,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,1988
181,470000.0,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,1925
182,589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961
183,163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,1996
184,835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,1993
185,1100000.0,5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,1986
186,269000.0,4,1.75,1490,10000,1.0,0,0,4,8,1100,390,1969
187,560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,1987
188,615000.0,4,1.0,1330,2400,1.5,0,0,4,6,1330,0,1901
189,585188.0,3,2.25,2230,10026,1.0,0,0,3,8,1430,800,1975
190,305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,1977
191,166950.0,3,1.0,1190,8820,1.0,0,0,3,6,1190,0,1959
192,799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,1959
193,400000.0,3,2.5,2180,7508,1.0,0,0,4,7,1420,760,1962
194,230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,1948
195,256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,2003
196,423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,1920
197,465000.0,3,2.5,2150,4084,2.0,0,0,3,8,2150,0,2007
198,440000.0,3,2.5,1910,66211,2.0,0,0,3,7,1910,0,1997
199,385000.0,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,1969
200,210000.0,3,1.0,860,11725,1.0,0,0,4,6,860,0,1943
201,297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940,0,1994
202,470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010,0,1952
203,226500.0,3,1.5,1300,7370,1.0,0,0,4,7,900,400,1976
204,274250.0,3,1.0,910,8450,1.0,0,0,4,6,910,0,1962
205,840000.0,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,1966
206,677900.0,3,2.5,2440,4587,2.0,0,0,3,8,2440,0,2010
207,425000.0,3,1.0,1010,5864,1.0,0,0,3,7,1010,0,1915
208,180250.0,2,0.75,900,9600,1.0,0,0,3,6,900,0,1941
209,464000.0,6,3.0,2300,3404,2.0,0,0,3,7,1600,700,1920
210,320000.0,4,2.25,1550,7579,2.0,0,0,3,8,1550,0,1993
211,625504.0,3,2.25,1270,1566,2.0,0,0,3,8,1060,210,2014
212,592500.0,4,2.5,2240,12032,1.0,0,0,3,9,2240,0,1983
213,465000.0,3,2.5,2714,17936,2.0,0,0,3,9,2714,0,2005
214,477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,1978
215,280000.0,2,1.0,850,16400,1.0,0,0,3,6,850,0,1923
216,1510000.0,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,1957
217,445838.0,3,2.5,2250,5692,2.0,0,0,3,8,2250,0,2000
218,1070000.0,2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,1947
219,467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,1947
220,686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,1999
221,279950.0,3,2.0,1750,9750,1.0,0,0,3,7,1350,400,1961
222,527000.0,4,2.25,2330,19436,2.0,0,0,3,8,2330,0,1987
223,325000.0,3,2.25,2220,16020,1.0,0,0,4,8,1780,440,1966
224,328000.0,3,2.25,2020,8379,2.0,0,0,3,7,2020,0,1994
225,390000.0,3,2.25,1250,7500,1.0,0,0,5,7,1250,0,1942
226,479950.0,2,2.0,1510,6516,1.0,0,0,3,8,1510,0,2005
227,264950.0,4,2.25,1720,9753,1.0,0,0,4,7,1120,600,1978
228,235000.0,3,1.0,1430,15246,1.0,0,0,4,7,980,450,1961
229,516500.0,3,2.5,1480,4729,2.0,0,0,3,7,1480,0,2004
230,655000.0,2,1.75,1450,15798,2.0,1,4,3,7,1230,220,1915
231,500000.0,4,2.75,2280,15347,1.0,0,0,5,7,2280,0,1960
232,315000.0,6,2.75,2940,7350,1.0,0,0,3,8,1780,1160,1978
233,213000.0,2,1.0,1000,10200,1.0,0,0,3,6,1000,0,1961
234,475000.0,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947
235,1030000.0,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,1983
236,416000.0,3,2.0,2220,94300,1.0,0,0,5,7,1640,580,1976
237,410000.0,4,1.0,1970,4740,1.5,0,0,3,7,1670,300,1904
238,800000.0,3,3.5,3830,221284,2.0,0,0,3,10,3530,300,1993
239,472000.0,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965
240,225000.0,3,1.75,1430,8505,1.0,0,0,4,7,1430,0,1968
241,210000.0,2,1.0,830,6000,1.0,0,0,3,6,830,0,1940
242,455000.0,2,1.0,1430,5000,1.5,0,0,2,7,1430,0,1925
243,225000.0,3,1.0,1300,8316,1.0,0,0,4,6,1300,0,1954
244,480000.0,2,1.0,1030,3060,1.0,0,2,4,7,790,240,1918
245,363000.0,3,2.5,2740,11872,2.0,0,0,3,9,2740,0,1990
246,2400000.0,4,2.5,3650,8354,1.0,1,4,3,9,1830,1820,2000
247,181000.0,2,1.5,720,5120,1.0,0,0,3,6,720,0,1954
248,250000.0,4,2.0,2010,7312,1.0,0,0,4,7,2010,0,1976
249,481000.0,3,1.75,1560,3000,1.0,0,0,4,6,770,790,1918
250,260000.0,3,2.0,1810,7209,1.0,0,0,4,7,1240,570,1978
251,455000.0,4,2.5,3360,7685,2.0,0,0,3,9,3360,0,2001
252,415000.0,3,2.25,1510,36224,2.0,0,0,3,8,1510,0,1991
253,349500.0,3,1.0,1400,3538,1.0,0,0,3,7,800,600,1953
254,245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987
255,592500.0,2,2.0,1420,9191,1.5,0,2,5,7,1420,0,1928
256,385000.0,4,1.75,2360,7620,1.0,0,0,4,7,1180,1180,1955
257,315000.0,3,1.75,1580,11455,1.0,0,0,4,7,1200,380,1974
258,255000.0,3,1.0,1230,10170,1.0,0,0,3,7,1230,0,1979
259,693000.0,4,2.5,2460,4425,2.0,0,0,3,8,2460,0,2006
260,780000.0,3,1.0,1660,4400,1.5,0,0,3,8,1460,200,1911
261,237000.0,3,1.75,1270,8470,1.0,0,0,4,7,1270,0,1960
262,525000.0,3,2.25,2100,40510,2.0,0,0,3,10,1320,780,1979
263,425000.0,2,1.0,770,5040,1.0,0,0,3,5,770,0,1930
264,369900.0,1,0.75,760,10079,1.0,1,4,5,5,760,0,1936
265,290000.0,4,2.5,1700,7280,2.0,0,0,4,7,1700,0,1988
266,285000.0,3,1.0,1120,10701,1.0,0,0,3,7,1120,0,1954
267,415000.0,2,1.0,1070,4500,1.0,0,0,3,7,1070,0,1937
268,272500.0,3,2.5,2070,9900,1.0,0,0,3,8,1420,650,1979
269,2900000.0,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982
270,1370000.0,4,4.75,5310,57346,2.0,0,0,4,11,5310,0,1989
271,436000.0,2,1.0,1040,7538,1.0,0,0,4,7,1040,0,1939
272,210000.0,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,1967
273,236000.0,3,1.0,1300,5898,1.0,0,0,3,7,1300,0,1961
274,331000.0,3,1.75,1080,1306,1.0,0,0,3,7,580,500,1954
275,365000.0,3,2.5,2653,4510,2.0,0,0,3,8,2653,0,2006
276,450000.0,3,2.0,2290,16258,1.0,0,0,5,8,2290,0,1960
277,770000.0,4,2.75,3820,26300,2.0,0,0,3,9,2850,970,2014
278,455000.0,4,2.5,2210,49375,1.0,0,0,3,8,2210,0,1997
279,405000.0,3,1.75,2390,6000,1.0,0,0,3,6,1240,1150,1908
280,304900.0,4,1.75,2600,11325,1.0,0,0,4,7,1610,990,1969
281,170000.0,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931
282,2050000.0,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,1905
283,780000.0,4,2.5,3500,7048,2.0,0,0,3,9,3500,0,2005
284,330000.0,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,1988
285,370000.0,4,2.5,2720,8666,2.0,0,0,3,9,2720,0,1992
286,467000.0,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,1979
287,405000.0,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,1980
288,675000.0,5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,1985
289,500000.0,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,1954
290,389999.0,4,2.5,1890,15770,2.0,0,0,4,7,1890,0,1968
291,630000.0,4,1.75,2950,9025,1.0,0,2,4,8,1780,1170,1975
292,360000.0,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,1992
293,580000.0,4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,1986
294,550000.0,3,2.0,1970,4166,2.0,0,3,5,8,1270,700,1929
295,879000.0,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,1994
296,265000.0,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,1993
297,446500.0,3,2.5,2650,7286,2.0,0,0,3,8,2650,0,1990
298,404000.0,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963
299,267500.0,3,1.75,1590,11914,1.0,0,2,3,7,1090,500,1957
300,3080000.0,4,5.0,4550,18641,1.0,1,4,3,10,2600,1950,2002
301,335000.0,3,2.5,2440,7632,2.0,0,0,3,8,2440,0,1998
302,576000.0,3,2.5,1940,9000,1.0,0,0,4,7,970,970,1948
303,208633.0,3,2.5,2040,3810,2.0,0,0,3,8,2040,0,2006
304,315000.0,3,2.25,2200,8750,1.0,0,0,4,7,1120,1080,1964
305,725000.0,3,1.75,1920,3300,1.0,0,0,4,8,960,960,1913
306,550000.0,4,2.75,1800,7750,1.0,0,0,4,8,1400,400,1965
307,610750.0,4,2.25,2180,7297,2.0,0,0,3,8,2180,0,1984
308,550700.0,2,1.0,1010,5000,1.5,0,0,4,6,1010,0,1908
309,665000.0,4,2.75,3320,10574,2.0,0,0,5,8,2220,1100,1960
310,834000.0,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928
311,201000.0,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1915
312,2380000.0,5,2.5,3650,9050,2.0,0,4,5,10,3370,280,1921
313,1380000.0,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997
314,1400000.0,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997
315,305000.0,4,2.25,1950,7700,1.0,0,0,3,8,1350,600,1979
316,487000.0,3,2.0,2590,14052,1.0,0,0,5,8,1720,870,1948
317,390000.0,3,2.5,1930,64904,1.0,0,0,4,8,1930,0,1988
318,548000.0,2,1.0,1470,3864,1.0,0,0,4,7,1170,300,1916
319,268750.0,4,1.0,800,8775,1.0,0,0,3,6,800,0,1943
320,819900.0,5,2.75,3150,7119,2.0,0,0,3,9,3150,0,2013
321,520000.0,3,2.25,2030,16200,2.0,0,0,3,8,2030,0,1984
322,230000.0,3,2.0,1450,11204,1.0,0,0,3,7,1450,0,2003
323,240000.0,3,1.75,1510,10248,1.0,0,0,3,7,1510,0,1969
324,232000.0,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922
325,240500.0,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922
326,274975.0,3,2.5,3030,45004,2.0,0,0,3,9,3030,0,1987
327,740000.0,4,2.0,2050,4400,1.5,0,0,4,9,2050,0,1922
328,186375.0,3,1.0,1000,7636,1.0,0,0,2,7,1000,0,1952
329,790000.0,3,2.25,2370,10289,1.0,0,0,4,9,1590,780,1977
330,880000.0,4,3.5,2800,6750,2.0,0,0,3,9,1890,910,1951
331,279000.0,6,1.75,2240,11180,2.0,0,0,4,7,2240,0,1955
332,295000.0,3,2.0,1810,10530,1.0,0,2,3,8,1810,0,1991
333,640000.0,2,1.0,1070,5000,1.0,0,0,3,7,1070,0,1924
334,940000.0,4,2.0,2490,9525,2.0,0,0,5,9,2490,0,1968
335,260000.0,4,2.5,1960,5238,2.0,0,0,3,7,1960,0,2003
336,559900.0,3,2.75,2930,5569,1.0,0,0,3,9,1860,1070,2004
337,791500.0,4,2.0,1510,3500,1.5,0,0,5,7,1510,0,1911
338,265000.0,3,1.75,1420,8250,1.0,0,0,3,7,1420,0,1954
339,245000.0,3,1.75,1740,11547,1.0,0,0,3,7,1740,0,1954
340,485000.0,4,1.75,2560,43995,2.0,0,0,4,7,2560,0,1962
341,684000.0,4,3.5,3040,8414,2.0,0,0,3,9,2420,620,2010
342,425000.0,3,1.75,2500,6840,1.0,0,0,3,8,1300,1200,1957
343,309600.0,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,1991
344,552250.0,4,2.5,2580,5823,2.0,0,0,3,8,2580,0,2002
345,165000.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943
346,239900.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943
347,320000.0,2,1.0,1070,32633,1.0,0,0,4,6,1070,0,1930
348,206600.0,3,2.0,1390,13464,1.0,0,0,4,7,1390,0,1987
349,387000.0,4,1.75,2500,7690,1.0,0,0,3,7,1250,1250,1973
350,299000.0,1,0.75,560,12120,1.0,0,0,3,4,560,0,1967
351,855000.0,4,2.75,2270,10460,2.0,0,0,3,9,2270,0,1965
352,315000.0,3,1.0,1900,14400,1.0,0,0,4,7,1300,600,1954
353,437500.0,2,1.0,990,3120,1.0,0,2,5,7,790,200,1907
354,252000.0,4,1.5,1550,19800,1.0,0,0,4,7,1050,500,1969
